"","time","lat","long","site.name","Fagus","Alnus","Picea","Quercus","legendvalues"
"252",-17000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0.0768535262206148,0,0,100
"253",-17000,45.05339,7.391,"Lago Piccolo di Avigliana",0,0.3003003003003,0,0,10
"254",-17000,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.378787878787879,0,0.189393939393939,50
"255",-17000,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0,100
"256",-17000,45.4519444444444,2.62277777777778,"Lac Noir",0,0,0,0,10
"257",-17000,45.666389,5.243333,"Loras",0,0,0,0,50
"258",-17000,46.05152,8.94329,"Lago di Origlio",0,0,0,0.160771704180064,100
"259",-17000,46.283056,7.844167,"Mittlere Hellelen",0,0,0.432900432900433,0,10
"260",-17000,46.347222,7.021667,"Leysin Les Léchières",0,1.49253731343284,2.98507462686567,0,50
"261",-17000,46.366667,14.1,"Lake Bled",0,0,0,0,100
"262",-17000,46.445,8.518333,"Alpi di Robièi Val Bavona",0,2.8125,0,0.3125,10
"263",-17000,46.633333,7.3925,"Chutti Boltigen",0,0,0,0,50
"264",-17000,47.0213888888889,7.48380555555556,"Moossee",0,0,0,0,100
"265",-17000,47.1125,25.273611,"Lezerul calimani",0,0.761553022781727,2.72705611373655,0,10
"266",-17000,47.16969,7.66823,"Burgaschisee",0,0,0,0,50
"267",-17000,47.240278,11.420833,"Lanser Moor",0,0,0,0,100
"268",-17000,47.8079,23.540305,"Steregoiu",0,0.145772594752187,0,0,10
"269",-17000,48.34053,20.430665,"Nagy-Mohos",0.104493207941484,0.104493207941484,0.104493207941484,0.208986415882968,50
"270",-17000,48.444444,-0.191667,"Le Fourneau",0,12.135097659299,0,4.7029816619069,100
"271",-17000,48.775602,13.865165,"Plešné jezero",0,0.112359550561798,0.168539325842697,0,10
"272",-17000,48.97805,17.200255,"Vracov",0,0,0,0,50
"273",-17000,49.787222,12.4625,"Brentenlohe",0,0.104004160166407,0,0,100
"274",-17000,52.581389,0.806389,"Saham  Mere",0,0.237750843766106,0,0.102249488752556,10
"275",-17000,57.183333,39.451389,"Lake Nero",0,4.67091295116773,2.9723991507431,0.636942675159236,50
"276",-17000,58.244145,8.004555,"Dalane",0,0.236406619385343,0,0,100
"277",-17000,62.331455,10.398245,"Lake Flåfattjønna",0,5.4093567251462,0.146198830409357,0.146198830409357,10
"278",-16500,35.533333,46.116667,"Lake Zeribar",0,0,0,1.70326422385923,50
"279",-16500,36.143333,-2.621111,"MD95-2043",0,0.128129349873086,0,0.23003152378613,100
"280",-16500,36.619722,-4.496389,"Bajondillo",0,1.2396694214876,0,1.10766758494031,10
"281",-16500,36.818333,8.333333,"Garaat El-Ouez",0,0.189753320683112,0,1.69127959739295,50
"282",-16500,36.9975,29.898333,"Sögüt Gölü",0,0.23094688221709,0,16.2817551963049,100
"283",-16500,37.466667,30.05,"Pinarbasi",0,0,0,0.261324041811847,10
"284",-16500,37.793611,45.375833,"Lake Urmia II",0,0,0,0.190839694656489,50
"285",-16500,38.425,30.8,"Kararmik Batakligi",0,0.155462196571702,0,1.83748298240192,100
"286",-16500,39.0585,22.24997,"Lake Xinias",0,0.0213321956162338,0,0.0799957335608768,10
"287",-16500,39.924722,4.027222,"Son Bou",0,0,0,3.83480825958702,50
"288",-16500,40.578333,-10.348333,"MD95-2039",0,0.0664010624169987,0,0.815145004220139,100
"289",-16500,40.931235,15.605185,"Lago Grande di Monticchio",1.56201951833556,0.337837837837838,0.178731009830206,17.971523802623,10
"290",-16500,41.965045,-2.81179,"Laguna Mesagosa",0,0,0,0,50
"291",-16500,41.983333,24.333333,"Kupena",0,0.389105058365759,0,0,100
