"","time","lat","long","site.name","fagus","alnus","picea","quercus"
"224",-17000,47.8079,23.540305,"Steregoiu",0,0.145772594752187,0,0
"225",-17000,48.013333,6.994444,"Altenweiher",0,0,0,0
"226",-17000,48.34053,20.430665,"Nagy-Mohos",0.104493207941484,0.104493207941484,0.104493207941484,0.208986415882968
"227",-17000,48.444444,-0.191667,"Le Fourneau",0,12.135097659299,0,4.7029816619069
"228",-17000,48.775602,13.865165,"Plešné jezero",0,0.112359550561798,0.168539325842697,0
"229",-17000,49.787222,12.4625,"Brentenlohe",0,0.104004160166407,0,0
"230",-17000,50.890278,16.580556,"Imbramowice",0.862068965517241,10.0574712643678,0.28735632183908,5.74712643678161
"231",-17000,57.183333,39.451389,"Lake Nero",0,4.67091295116773,2.9723991507431,0.636942675159236
"232",-17000,62.331455,10.398245,"Lake Flåfattjønna",0,5.4093567251462,0.146198830409357,0.146198830409357
"233",-16500,35.533333,46.116667,"Lake Zeribar",0,0,0,1.70326422385923
"234",-16500,36.143333,-2.621111,"MD95-2043",0,0.128129349873086,0,0.23003152378613
"235",-16500,37.05,29.883333,"Sögüt Gölü",0,0.23094688221709,0,16.2817551963049
"236",-16500,37.133333,29.6,"Gölhisar Gölü",0,0.225733634311512,0,0.90293453724605
"237",-16500,37.466667,30.05,"Pinarbasi",0,0,0,0.261324041811847
"238",-16500,38.425,30.8,"Kararmik Batakligi",0,0.155462196571702,0,1.83748298240192
"239",-16500,39.0585,22.24997,"Lake Xinias",0,0.0213321956162338,0,0.0799957335608768
"240",-16500,39.924722,4.027222,"Son Bou",0,0.307692307692308,0,6.15384615384615
"241",-16500,40.931235,15.605185,"Lago Grande di Monticchio",1.56201951833556,0.337837837837838,0.178731009830206,17.971523802623
"242",-16500,41.965045,-2.81179,"Laguna Mesagosa",0,0,0,0
"243",-16500,41.983333,24.333333,"Kupena",0,0.389105058365759,0,0
"244",-16500,41.999095,-2.84734,"Laguna Negra",0,0,0,0
"245",-16500,42.133333,2.75,"Banyoles",0,0,0,0.909090909090909
"246",-16500,42.63045,26.780139,"Straldzha mire",0,0.0786163522012579,0,0.707547169811321
"247",-16500,42.692778,3.841667,"MD99-2348 (103)",0.375056294675175,0.700196426544289,4.98006424106404,2.9817277254532
"248",-16500,42.987535,10.89235,"Lago dell'Accesa",0,0,0.0260688216892596,0.223559078205782
"249",-16500,43.041685,-6.13878,"Lago de Ajo",0,0,0,1.61943319838057
"250",-16500,44.233333,7.133333,"Laghi dell'Orgials",0,0,0,0
"251",-16500,44.7472222222222,3.085,"La Chaumette",0,2.43983957219251,0.267379679144385,0.646167557932264
"252",-16500,44.791667,6.55,"Lac de Siguret",0,0,0,0
"253",-16500,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0,0,0.0997506234413965
"254",-16500,45.05339,7.391,"Lago Piccolo di Avigliana",0,0,0,0
"255",-16500,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.89484031060878,0,1.54123918017189
"256",-16500,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0
"257",-16500,45.453611,2.627222,"Lac Noir",0.226757369614512,0.376258611552729,0,1.23782846471922
"258",-16500,45.790833,5.283333,"Hières sur Amby",0,0,0,0
"259",-16500,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0
"260",-16500,46.347222,7.021667,"Leysin Les Léchières",0,2.77777777777778,0,0
"261",-16500,46.633333,7.3925,"Chutti Boltigen",0,0.189393939393939,0,0
"262",-16500,46.725,7.575,"Amsoldingersee",0,0,0,0
"263",-16500,47.075556,8.325556,"Rotsee",0,1.21457489878543,2.42914979757085,0
"264",-16500,47.240278,11.420833,"Lanser Moor",0,0.061050061050061,0,0
"265",-16500,47.8079,23.540305,"Steregoiu",0,0,0,0
"266",-16500,48.013333,6.994444,"Altenweiher",0,0.529100529100529,0,0
"267",-16500,48.34053,20.430665,"Nagy-Mohos",0,0,0,0
"268",-16500,48.444444,-0.191667,"Le Fourneau",0.552486187845304,19.060773480663,0,5.52486187845304
"269",-16500,48.775602,13.865165,"Plešné jezero",0,0,0,0
"270",-16500,49.783333,21.466667,"Jaslo",0,1.82802287581699,1.84929874727669,0
"271",-16500,56.75,38.5,"Plesheevo Lake",0,4.95049504950495,3.63036303630363,0
"272",-16500,57.183333,39.451389,"Lake Nero",0,1.94174757281553,0.970873786407767,0
"273",-16500,57.2,16.15,"Skvarran",0,0.657894736842105,0,0
"274",-16500,62.331455,10.398245,"Lake Flåfattjønna",0,4.60526315789474,0.657894736842105,1.31578947368421
"275",-16000,35.533333,46.116667,"Lake Zeribar",0,0,0,0
"276",-16000,35.683333,36.3,"Ghab",0,0.178571428571429,0,14.8214285714286
"277",-16000,36.143333,-2.621111,"MD95-2043",0,0.0693721817551162,0,0.529074840809762
"278",-16000,36.773611,-2.601389,"San Rafael",0,0,0,33.3333333333333
"279",-16000,36.81825,8.77474,"Dar Fatma",0,3.3195020746888,0,2.4896265560166
"280",-16000,37.466667,30.05,"Pinarbasi",0,0,0,0.104493207941484
"281",-16000,38.425,30.8,"Kararmik Batakligi",0,0.0759301442672741,0,1.89825360668185
"282",-16000,38.483333,23.066667,"Kopais",0,0,0,3.07017543859649
"283",-16000,39.0585,22.24997,"Lake Xinias",0,0.0805152979066023,0,0.241545893719807
"284",-16000,39.1,-0.683333,"Navarrés",0,0,0,1.03590138218842
"285",-16000,39.65,20.916667,"Ioannina",0.571428571428571,0.285714285714286,0,10
"286",-16000,39.7625,20.730556,"Ioannina I",0.0547945205479452,0.164383561643836,0,1.64383561643836
"287",-16000,40.616667,21.583333,"Khimaditis Ib",0,0.0655307994757536,0,0.393184796854522
"288",-16000,40.78002,32.02629,"Yeniçaga Gölü",0,0,0,0
"289",-16000,40.931235,15.605185,"Lago Grande di Monticchio",0.825263597484991,0.523145417793048,0.0468384074941452,21.7237436903441
"290",-16000,41.965045,-2.81179,"Laguna Mesagosa",0,0,0,0
"291",-16000,41.999095,-2.84734,"Laguna Negra",0,0,0,0.4
"292",-16000,42.033333,-3.016667,"Quintanar de la Sierra",0,0,0,0.546293645586061
"293",-16000,42.133333,2.75,"Banyoles",0,0,0,0.478164942178941
"294",-16000,42.692778,3.841667,"MD99-2348 (103)",0.0987654320987654,0.922422318985402,5.20026708237599,2.82474820582993
"295",-16000,42.987535,10.89235,"Lago dell'Accesa",0.0699626865671642,0.120052448129277,0.0441368822001566,0.919769422394858
