time,lat,long,samples,taxa
-18500,47.16969,7.66823,0.666666667,spruce
-18500,47.61312,12.17047,1.40077821,alder
-18500,47.61312,12.17047,0.389105058,spruce
-18500,48.340256,20.430412,0.125470514,alder
-18500,48.340256,20.430412,0.125470514,beech
-18500,48.340256,20.430412,0.489396411,spruce
-18500,48.340256,20.430412,2.007528231,oak
-18500,48.44444,-0.19167,12.84916201,alder
-18500,48.44444,-0.19167,4.469273743,oak
-18500,48.54833,-0.25833,38.88888889,alder
-18500,48.54833,-0.25833,8.169934641,oak
-18500,48.775332,13.864648,0.521874923,alder
-18500,48.775332,13.864648,0.356918006,spruce
-18500,50.762596,15.551962,2.75862069,alder
-18500,50.762596,15.551962,1.379310345,spruce
-18500,52.72556,-3.92139,2.352941176,alder
-18500,58.19142,27.41146,1.086956522,spruce
-18000,36.61972,-4.49639,1.492877493,alder
-18000,36.61972,-4.49639,2.823012417,oak
-18000,36.9975,29.89833,0.235294118,alder
-18000,36.9975,29.89833,19.52941176,oak
-18000,37.46667,30.05,0.072886297,alder
-18000,37.46667,30.05,0.145772595,oak
-18000,37.54167,31.5,0.2069161,alder
-18000,37.54167,31.5,0.137471655,oak
-18000,38.38903,-2.5095,2.887139108,oak
-18000,38.425,30.8,0.088183422,alder
-18000,38.425,30.8,0.088183422,beech
-18000,38.425,30.8,0.176366843,spruce
-18000,38.425,30.8,6.701940035,oak
-18000,38.586466,42.835468,0.10460251,alder
-18000,38.586466,42.835468,0.238603112,spruce
-18000,38.586466,42.835468,0.186301857,oak
-18000,39.0585,22.24997,1.127819549,alder
-18000,39.0585,22.24997,2.255639098,oak
-18000,39.1,-0.68333,1.219512195,oak
-18000,39.65,20.916,0.324675325,alder
-18000,39.65,20.916,0.649350649,beech
-18000,39.65,20.916,11.36363636,oak
-18000,39.7625,20.73056,0.083472454,alder
-18000,39.7625,20.73056,0.250417362,beech
-18000,39.7625,20.73056,4.340567613,oak
-18000,40.43389,29.53306,0.380230107,alder
-18000,40.43389,29.53306,0.946515565,oak
-18000,40.81667,21.91667,0.266666667,alder
-18000,40.81667,21.91667,0.514138817,oak
-18000,40.93049,15.604298,0.390625,alder
-18000,40.93049,15.604298,0.390625,spruce
-18000,40.93049,15.604298,0.78125,oak
-18000,40.93049,15.604298,0.433839479,alder
-18000,40.93049,15.604298,0.433839479,beech
